Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Moving_Average,RSI,EMA_12,EMA_26,MACD,Signal_Line,TR,ATR,Std_Dev_Close,Mean_Close
2024-09-12 00:00:00-04:00,184.8000030517578,187.41000366210938,183.5399932861328,187.0,33622500,0.0,0.0,,,187.0,187.0,0.0,0.0,3.8700103759765625,,,
2024-09-13 00:00:00-04:00,187.0,188.5,185.91000366210938,186.49000549316406,26495400,0.0,0.0,,,186.92153930664062,186.96222262912326,-0.04068332248263573,-0.008136664496527146,2.589996337890625,,,
2024-09-16 00:00:00-04:00,185.2899932861328,185.80999755859375,183.36000061035156,184.88999938964844,26065500,0.0,0.0,,,186.60899470402646,186.80872461138438,-0.19972990735791996,-0.04645531306880571,3.1300048828125,,,
2024-09-17 00:00:00-04:00,186.85000610351562,189.4499969482422,186.13999938964844,186.8800048828125,26091700,0.0,0.0,,,186.65068857768586,186.81400463149015,-0.16331605380429437,-0.06982746121590344,4.55999755859375,,,
2024-09-18 00:00:00-04:00,186.4499969482422,188.8000030517578,185.05999755859375,186.42999267578125,34448100,0.0,0.0,186.33800048828124,,186.61673536200823,186.78555930143764,-0.16882393942941576,-0.08962675685860591,3.7400054931640625,,,
2024-09-19 00:00:00-04:00,190.0399932861328,190.99000549316406,188.47000122070312,189.8699951171875,39543200,0.0,0.0,186.91199951171876,,187.11723686280504,187.01403602853023,0.10320083427481563,-0.05106123863192161,4.5600128173828125,,,
2024-09-20 00:00:00-04:00,190.22999572753906,191.83999633789062,187.41000366210938,191.60000610351562,100378600,0.0,0.0,187.93399963378906,,187.80689366906822,187.3537375155662,0.45315615350202165,0.04978223979486705,4.42999267578125,,,
2024-09-23 00:00:00-04:00,191.63999938964844,194.4499969482422,190.57000732421875,193.8800048828125,36993100,0.0,0.0,189.73200073242188,,188.74121847118272,187.83716472795481,0.9040537432279052,0.22063654048147469,3.8799896240234375,,,
2024-09-24 00:00:00-04:00,194.27000427246094,195.3699951171875,190.1300048828125,193.9600067138672,43478900,0.0,0.0,191.14800109863282,,189.54410897005727,188.29070857876314,1.2534003912941216,0.4271893106440041,5.239990234375,,,
2024-09-25 00:00:00-04:00,193.75,193.9499969482422,192.16000366210938,192.52999877929688,26391100,0.0,0.0,192.36800231933594,,190.00347663301721,188.60473007509898,1.3987465579182299,0.6215007600988494,1.8000030517578125,,,
2024-09-26 00:00:00-04:00,194.30999755859375,194.52999877929688,189.5399932861328,191.16000366210938,36334900,0.0,0.0,192.62600402832032,,190.18140386826215,188.7940096000627,1.3873942681994436,0.7746794617189683,4.9900054931640625,,,
2024-09-27 00:00:00-04:00,190.67999267578125,190.89999389648438,187.33999633789062,187.97000122070312,36002300,0.0,0.0,191.9000030517578,,189.84118807632998,188.73297194233237,1.1082161339976153,0.8413867961746978,3.82000732421875,,,
2024-09-30 00:00:00-04:00,187.13999938964844,188.49000549316406,184.64999389648438,186.3300018310547,41583900,0.0,0.0,190.39000244140624,,189.30100557705686,188.5549741563118,0.7460314207450551,0.8223157210887694,3.8400115966796875,,,
2024-10-01 00:00:00-04:00,184.89999389648438,186.19000244140625,183.4499969482422,185.1300048828125,36044900,0.0,0.0,188.6240020751953,45.52847426953501,188.65931316255774,188.3012727286452,0.35804043391254936,0.7294606636535254,2.8800048828125,3.8092880249023438,,
2024-10-02 00:00:00-04:00,184.44000244140625,186.60000610351562,184.0399932861328,184.75999450683594,23704100,0.0,0.0,187.07000122070312,44.73684021829774,188.05941798475436,188.038955823326,0.02046216142835533,0.5876609632084914,2.5600128173828125,3.715716770717076,,
2024-10-03 00:00:00-04:00,183.0500030517578,183.44000244140625,180.8800048828125,181.9600067138672,30204300,0.0,0.0,185.2300018310547,40.39034470436062,187.1210470200025,187.58866329669942,-0.46761627669692984,0.37660551522740715,3.8799896240234375,3.807859148297991,,
2024-10-04 00:00:00-04:00,185.75,187.60000610351562,183.60000610351562,186.50999450683594,40890300,0.0,0.0,184.93800048828126,53.05428718722958,187.02703894105377,187.5087619048577,-0.481722963803918,0.20493981942114214,5.6399993896484375,3.9871444702148438,,
2024-10-07 00:00:00-04:00,182.9499969482422,183.60000610351562,180.25,180.8000030517578,42364200,0.0,0.0,183.83200073242188,39.947088745686386,186.06903341962362,187.01181680462807,-0.9427833850044465,-0.02460482146397558,6.2599945068359375,4.108572823660714,,
2024-10-08 00:00:00-04:00,181.9199981689453,183.08999633789062,180.9199981689453,182.72000122070312,26372100,0.0,0.0,183.35,44.15012227244862,185.55379769671276,186.69390453915213,-1.1401068424393657,-0.2477052256590536,2.2899932861328125,4.005000523158482,,
2024-10-09 00:00:00-04:00,182.82000732421875,185.85000610351562,182.0500030517578,185.1699981689453,26343100,0.0,0.0,183.43200073242187,42.35026188802765,185.49475161551777,186.58102258580348,-1.0862709702857103,-0.41541837458438496,3.8000030517578125,3.950714111328125,3.783205393167891,187.30200119018554
2024-10-10 00:00:00-04:00,187.1300048828125,188.1300048828125,185.8300018310547,186.64999389648438,27785000,0.0,0.0,184.3699981689453,41.87722847642323,185.67248119720492,186.58613157177984,-0.913650374574928,-0.5150647745824937,2.9600067138671875,3.845715114048549,3.785484752866699,187.28450088500978
2024-10-11 00:00:00-04:00,186.6300048828125,189.92999267578125,186.3000030517578,188.82000732421875,25751600,0.0,0.0,184.83200073242188,41.66666666666667,186.1567159859763,186.75160384973827,-0.5948878637619828,-0.5310293924183915,3.6299896240234375,3.8278579711914062,3.7955868635761942,187.4010009765625
2024-10-14 00:00:00-04:00,189.77999877929688,189.8300018310547,187.36000061035156,187.5399932861328,22614400,0.0,0.0,186.17999877929688,39.82887527824568,186.36952787830808,186.810003067249,-0.44047518894092264,-0.5129185517228978,2.470001220703125,3.6300016130719865,3.7492889125817186,187.53350067138672
2024-10-15 00:00:00-04:00,187.6300048828125,188.41000366210938,184.5800018310547,187.69000244140625,32178900,0.0,0.0,187.1739990234375,42.00793174866334,186.57267781109243,186.87518820607548,-0.3025103949830452,-0.4708369203749273,3.8300018310546875,3.7750015258789062,3.746231867569307,187.5740005493164
2024-10-16 00:00:00-04:00,187.0500030517578,187.77999877929688,185.61000061035156,186.88999938964844,23456800,0.0,0.0,187.51799926757812,42.81386181836858,186.62149651548566,186.87628533078458,-0.25478881529892305,-0.4276272993597265,2.1699981689453125,3.573572431291853,3.74024579947362,187.59700088500978
