Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Moving_Average,RSI,EMA_12,EMA_26,MACD,Signal_Line,TR,ATR,Std_Dev_Close,Mean_Close
2021-01-04 00:00:00-05:00,215.1015081504148,215.55581980259814,207.63921580958197,210.42308044433594,37130100,0.0,0.0,,,210.42308044433594,210.42308044433594,0.0,0.0,7.916603993016167,,,
2021-01-05 00:00:00-05:00,210.00743315050906,211.2253813384584,208.4995113458299,210.62606811523438,23823000,0.0,0.0,,,210.45430931678186,210.43811656810618,0.016192748675678104,0.003238549735135621,2.7258699926285033,,,
2021-01-06 00:00:00-05:00,205.08737214682108,209.26316965554125,204.86505410104147,205.16470336914062,35930700,0.0,0.0,,,209.64052378637552,210.0474933681828,-0.4069695818072887,-0.07880307657334926,5.761014014192909,,,
2021-01-07 00:00:00-05:00,206.89492496523326,212.01800367998104,206.575953982006,211.0030517578125,27694500,0.0,0.0,,,209.8501434742889,210.11827547111835,-0.2681319968294531,-0.11666886062457002,6.85330031084041,,,
2021-01-08 00:00:00-05:00,211.38005757663532,213.21664097744642,209.7851434714521,212.28868103027344,22956200,0.0,0.0,209.90111694335937,,210.22530309828653,210.279046253278,-0.05374315499147997,-0.10408371949795202,3.431497505994315,,,
2021-01-11 00:00:00-05:00,211.17707906825086,211.60239343562347,209.4951580925747,210.22979736328125,23031300,0.0,0.0,209.86246032714843,,210.22599452367032,210.27539818735232,-0.04940366368199989,-0.0931477083347616,2.793522937698725,,,
2021-01-12 00:00:00-05:00,209.27283135349361,209.85280814846865,206.19899268862474,207.75523376464844,23249300,0.0,0.0,209.28829345703124,,209.8458774838208,210.0887193412261,-0.2428418574052955,-0.1230865381488684,4.030804674656508,,,
2021-01-13 00:00:00-05:00,206.87560256087835,209.52412662139386,206.78859572540108,209.11814880371094,20087100,0.0,0.0,210.0789825439453,,209.73391922534236,210.01682522733608,-0.28290600199372307,-0.15505043091783935,2.735530895992781,,,
2021-01-14 00:00:00-05:00,208.70249143443803,210.20075225212153,205.6383142102236,205.90896606445312,29480800,0.0,0.0,209.06016540527344,,209.14546489289785,209.7125393634188,-0.5670744705209643,-0.23745523883846437,4.562438041897934,,,
2021-01-15 00:00:00-05:00,206.3922830115726,207.3492254082723,204.95201685720565,205.5513153076172,31746500,0.0,0.0,207.7126922607422,,208.59251880285467,209.40430054447054,-0.8117817416158744,-0.35232053939394636,2.3972085510666545,,,
2021-01-19 00:00:00-05:00,206.6146233855392,209.73679578686028,205.53201580972006,209.21482849121094,30480900,0.0,0.0,207.50969848632812,,208.6882587549095,209.39026557756242,-0.702006822652919,-0.4222577960457409,4.20477997714022,,,
2021-01-20 00:00:00-05:00,210.4327758392964,218.25271341291432,210.03645884374558,216.8511199951172,37777300,0.0,0.0,209.32887573242186,,209.94408356109528,209.94292146034425,0.001162100751031403,-0.3375738166863864,9.03788492170338,,,
2021-01-21 00:00:00-05:00,217.1990767410522,218.74567154827727,214.99518872788025,217.46006774902344,30709400,0.0,0.0,210.99725952148438,,211.10038882077654,210.49974711135752,0.6006417094190226,-0.1499307114653046,3.750482820397025,,,
2021-01-22 00:00:00-05:00,219.4996317650568,222.38982508649815,218.26236182296643,218.4073486328125,30172700,0.0,0.0,213.49693603515624,61.37115249462254,212.2245364841667,211.08549537220605,1.139041111960637,0.10786365321988371,4.929757337474712,4.652192569621446,,
2021-01-25 00:00:00-05:00,221.47152668079622,222.1094981445592,216.73510405462633,221.8678436279297,33152100,0.0,0.0,216.76024169921874,64.83710213182803,213.70812219859175,211.884187835593,1.8239343629987559,0.45107779517565816,5.374394089932878,4.4706061479726396,,
2021-01-26 00:00:00-05:00,224.12005967845974,226.36260586490377,222.39948074464863,224.57437133789062,49169600,0.0,0.0,219.8321502685547,66.98047456075564,215.37985283540698,212.8242014283558,2.5556514070511867,0.8719925175507639,4.494762236974083,4.596955593997324,,
2021-01-27 00:00:00-05:00,230.05509359881663,232.41364397713198,222.45747521183685,225.12533569335938,69870600,0.0,0.0,221.48699340820312,77.59952064678927,216.87915789047656,213.73539655909678,3.1437613313797783,1.3263462803165669,9.956168765295132,4.89660950479034,,
2021-01-28 00:00:00-05:00,227.74490640736087,234.54023092621532,227.242260831807,230.95407104492188,49111200,0.0,0.0,224.1857940673828,77.5935641537546,219.0445291450066,215.01085392841716,4.033675216589444,1.8678120675711423,9.41489523285594,5.079580570648592,,
2021-01-29 00:00:00-05:00,228.11220551383425,230.07443903202116,223.6270982223468,224.21673583984375,42503100,0.0,0.0,225.34767150878906,64.33547171790488,219.84025325190464,215.69277110704135,4.1474821448632895,2.323746083029572,7.3269728225750725,5.357828807547217,,
2021-02-01 00:00:00-05:00,227.21325082419088,234.40489193033207,224.67104047230671,231.6500244140625,33314200,0.0,0.0,227.30410766601562,72.79829670026277,221.65714112300586,216.8747898705244,4.7823512524814475,2.815467116919947,10.18815609048832,5.886016889889332,8.432394636117417,215.41953964233397
2021-02-02 00:00:00-05:00,233.2449181148755,234.22119695061548,230.72204463397196,231.51466369628906,25916300,0.0,0.0,228.69216613769532,76.61316566328072,223.17368305735712,217.9592249687292,5.214458088627936,3.2952653112615446,3.4991523166435172,5.848041721459832,9.069457061090887,216.47411880493163
2021-02-03 00:00:00-05:00,231.57269079805403,236.90841175640315,231.27302681630164,234.88818359375,27158100,0.0,0.0,230.64473571777344,77.62115272332971,224.97591390910986,219.21322190391592,5.762692005193941,3.788750650048024,5.635384940101517,6.055174153181885,9.836268946793286,217.6872245788574
