Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Moving_Average,RSI,EMA_12,EMA_26,MACD,Signal_Line,TR,ATR,Std_Dev_Close,Mean_Close
2024-11-12 00:00:00-05:00,224.5500030517578,225.58999633789062,223.36000061035156,224.22999572753906,40398300,0.0,0.0,,,224.22999572753906,224.22999572753906,0.0,0.0,2.2299957275390625,,,
2024-11-13 00:00:00-05:00,224.00999450683594,226.64999389648438,222.75999450683594,225.1199951171875,48566200,0.0,0.0,,,224.3669187105619,224.29592160825376,0.07099710230812661,0.014199420461625324,3.8899993896484375,,,
2024-11-14 00:00:00-05:00,225.02000427246094,228.8699951171875,225.0,228.22000122070312,44923900,0.0,0.0,,,224.959700635199,224.5865941721389,0.3731064630601111,0.08598082898132248,3.8699951171875,,,
2024-11-15 00:00:00-05:00,226.39999389648438,226.9199981689453,224.27000427246094,225.0,47923700,0.0,0.0,,,224.96590053747607,224.61721682605452,0.3486837114215575,0.13852140546936947,3.9499969482421875,,,
2024-11-18 00:00:00-05:00,225.25,229.74000549316406,225.1699981689453,228.02000427246094,44686000,0.0,0.0,226.1179992675781,,225.43576265055066,224.86927515541797,0.5664874951326908,0.22411462340203375,4.7400054931640625,,,
2024-11-19 00:00:00-05:00,226.97999572753906,230.16000366210938,226.66000366210938,228.27999877929688,36211800,0.0,0.0,226.9279998779297,,225.87333743958854,225.12192134977937,0.7514160898091689,0.3295749166834608,3.5,,,
2024-11-20 00:00:00-05:00,228.05999755859375,229.92999267578125,225.88999938964844,229.0,35169600,0.0,0.0,227.7040008544922,,226.3543624488826,225.4091864349809,0.9451760139016869,0.452695136127106,4.0399932861328125,,,
2024-11-21 00:00:00-05:00,228.8800048828125,230.16000366210938,225.7100067138672,228.52000427246094,42108300,0.0,0.0,227.76400146484374,,226.6875381140485,225.63961738590538,1.0479207281431115,0.5717402545303072,4.4499969482421875,,,
2024-11-22 00:00:00-05:00,228.05999755859375,230.72000122070312,228.05999755859375,229.8699951171875,38168300,0.0,0.0,228.73800048828124,,227.1771468837622,225.95297869933367,1.224168184428521,0.70222584050995,2.660003662109375,,,
2024-11-25 00:00:00-05:00,231.4600067138672,233.25,229.74000549316406,232.8699951171875,90152800,0.0,0.0,229.70799865722657,,228.05296968890457,226.46535028584137,1.5876194030632007,0.8793045530206002,3.5099945068359375,,,
2024-11-26 00:00:00-05:00,233.3300018310547,235.57000732421875,233.3300018310547,235.05999755859375,45986200,0.0,0.0,231.06399841308593,,229.13097397654906,227.10199082456376,2.028983151985301,1.1092402728135404,2.70001220703125,,,
2024-11-27 00:00:00-05:00,234.47000122070312,235.69000244140625,233.80999755859375,234.92999267578125,33498400,0.0,0.0,232.2499969482422,,230.02313069950787,227.68184281354283,2.341287885965045,1.3556497954438413,1.8800048828125,,,
2024-11-29 00:00:00-05:00,234.80999755859375,237.80999755859375,233.97000122070312,237.3300018310547,28481400,0.0,0.0,234.01199645996093,,231.14726471974586,228.39652125928444,2.750743460461422,1.6346685284473574,3.839996337890625,,,
2024-12-02 00:00:00-05:00,237.27000427246094,240.7899932861328,237.16000366210938,239.58999633789062,48137100,0.0,0.0,235.95599670410155,83.36228879142061,232.44614650715272,229.22566756140344,3.220478945749278,1.9518306119077415,3.6299896240234375,3.4921417236328125,,
2024-12-03 00:00:00-05:00,239.80999755859375,242.75999450683594,238.89999389648438,242.64999389648438,38861000,0.0,0.0,237.91199645996093,85.31441118806164,234.0159691824345,230.22006210474277,3.795907077691737,2.320645905064541,3.8600006103515625,3.6085706438337053,,
2024-12-04 00:00:00-05:00,242.8699951171875,244.11000061035156,241.25,243.00999450683594,44383900,0.0,0.0,239.5019958496094,85.00977935972816,235.3996653861886,231.16746450489782,4.232200881290765,2.702956900309786,2.8600006103515625,3.534999302455357,,
2024-12-05 00:00:00-05:00,243.99000549316406,244.5399932861328,242.1300048828125,243.0399932861328,40033900,0.0,0.0,241.12399597167968,82.96262206863877,236.57510044771846,232.0469110812856,4.528189366432855,3.0680033935344,2.4099884033203125,3.430713108607701,,
2024-12-06 00:00:00-05:00,242.91000366210938,244.6300048828125,242.0800018310547,242.83999633789062,36870600,0.0,0.0,242.2259948730469,95.8376263398493,237.53893058466804,232.84639887807117,4.692531706596867,3.3929090561468938,2.5500030517578125,3.330713544573103,,
2024-12-09 00:00:00-05:00,241.8300018310547,247.24000549316406,241.75,246.75,44649200,0.0,0.0,243.65799560546876,96.01966622602363,238.9560181870268,233.8762952574733,5.079722929553526,3.7302718308282206,5.4900054931640625,3.3842849731445312,,
2024-12-10 00:00:00-05:00,246.88999938964844,248.2100067138672,245.33999633789062,247.77000427246094,36914800,0.0,0.0,244.68199768066407,96.16296762115414,240.31201604632437,234.90545888821313,5.406557158111241,4.065528896284825,2.8700103759765625,3.3392857142857144,7.731033671303336,234.60499801635743
2024-12-11 00:00:00-05:00,247.9600067138672,250.8000030517578,246.25999450683594,246.49000549316406,45147600,0.0,0.0,245.37799987792968,90.35534603373551,241.26247596122278,235.76357345154284,5.498902509679937,4.352203618963847,4.540008544921875,3.3750010899135043,7.761056898326515,235.71799850463867
